inst_name,task_name,job_name,task_type,status,start_time,end_time,machine_id,seq_no,total_seq_no,cpu_avg,cpu_max,mem_avg,mem_max
ins_824758166,task_ODYzMjgxNTM3NDQ2NzUwMjQxMg==,j_926983,8,Terminated,689777,690244,m_939,1,1,17,56,0.18,0.21
ins_1334934552,task_ODYzMjgxNTM3NDQ2NzUwMjQxMg==,j_926983,8,Terminated,689776,690119,m_2065,1,1,21,75,0.18,0.21
ins_892544521,task_ODYzMjgxNTM3NDQ2NzUwMjQxMg==,j_926983,8,Terminated,689776,690053,m_951,1,1,29,85,0.18,0.21
ins_981375459,task_ODYzMjgxNTM3NDQ2NzUwMjQxMg==,j_926983,8,Terminated,689777,690077,m_671,1,1,25,73,0.18,0.21
ins_1163723123,task_ODYzMjgxNTM3NDQ2NzUwMjQxMg==,j_926983,8,Terminated,689776,690037,m_3883,1,1,27,85,0.18,0.21
ins_479609815,task_ODYzMjgxNTM3NDQ2NzUwMjQxMg==,j_926983,8,Terminated,689777,690271,m_3575,1,1,18,83,0.18,0.22
ins_642302812,task_ODYzMjgxNTM3NDQ2NzUwMjQxMg==,j_926983,8,Terminated,689777,690124,m_2804,1,1,26,88,0.18,0.21
ins_126434461,task_ODYzMjgxNTM3NDQ2NzUwMjQxMg==,j_926983,8,Terminated,689776,690096,m_3298,1,1,26,93,0.18,0.21
ins_892544454,task_ODYzMjgxNTM3NDQ2NzUwMjQxMg==,j_926983,8,Terminated,689776,690099,m_2646,1,1,24,85,0.18,0.21
ins_824733283,task_ODYzMjgxNTM3NDQ2NzUwMjQxMg==,j_926983,8,Terminated,689777,690102,m_42,1,1,23,85,0.18,0.21
ins_642302897,task_ODYzMjgxNTM3NDQ2NzUwMjQxMg==,j_926983,8,Terminated,689776,690055,m_874,1,1,27,81,0.18,0.21
ins_316911918,task_ODYzMjgxNTM3NDQ2NzUwMjQxMg==,j_926983,8,Terminated,689777,690161,m_1793,1,1,19,80,0.18,0.21
ins_926474196,task_ODYzMjgxNTM3NDQ2NzUwMjQxMg==,j_926983,8,Terminated,689777,690155,m_2708,1,1,23,75,0.18,0.21
ins_479609734,task_ODYzMjgxNTM3NDQ2NzUwMjQxMg==,j_926983,8,Terminated,689776,690065,m_3479,1,1,27,71,0.18,0.21
ins_235648169,task_ODYzMjgxNTM3NDQ2NzUwMjQxMg==,j_926983,8,Terminated,689777,690126,m_1945,1,1,25,84,0.18,0.21
ins_981375367,task_ODYzMjgxNTM3NDQ2NzUwMjQxMg==,j_926983,8,Terminated,689776,690035,m_702,1,1,28,81,0.18,0.21
ins_926474584,task_ODYzMjgxNTM3NDQ2NzUwMjQxMg==,j_926983,8,Terminated,689777,690135,m_1092,1,1,23,86,0.18,0.21
ins_845148921,task_ODYzMjgxNTM3NDQ2NzUwMjQxMg==,j_926983,8,Terminated,689776,690053,m_903,1,1,29,86,0.18,0.21
ins_46490614,task_ODYzMjgxNTM3NDQ2NzUwMjQxMg==,j_926983,8,Terminated,689777,690182,m_1078,1,1,21,58,0.18,0.21
ins_479609198,task_ODYzMjgxNTM3NDQ2NzUwMjQxMg==,j_926983,8,Terminated,689776,690016,m_3520,1,1,29,75,0.18,0.21
ins_845149139,task_ODYzMjgxNTM3NDQ2NzUwMjQxMg==,j_926983,8,Terminated,689777,690109,m_1243,1,1,24,95,0.18,0.21
ins_1251835872,task_ODYzMjgxNTM3NDQ2NzUwMjQxMg==,j_926983,8,Terminated,689776,690033,m_2042,1,1,27,80,0.18,0.21
ins_1334934974,task_ODYzMjgxNTM3NDQ2NzUwMjQxMg==,j_926983,8,Terminated,689776,690104,m_1082,1,1,25,101,0.18,0.22
ins_46490769,task_ODYzMjgxNTM3NDQ2NzUwMjQxMg==,j_926983,8,Terminated,689777,690220,m_3727,1,1,21,85,0.18,0.21
ins_1334934723,task_ODYzMjgxNTM3NDQ2NzUwMjQxMg==,j_926983,8,Terminated,689777,690186,m_549,1,1,18,61,0.18,0.21
ins_1334934887,task_ODYzMjgxNTM3NDQ2NzUwMjQxMg==,j_926983,8,Terminated,689776,690049,m_1051,1,1,28,77,0.18,0.21
ins_1333196297,task_ODYzMjgxNTM3NDQ2NzUwMjQxMg==,j_926983,8,Terminated,689777,690081,m_1002,1,1,26,86,0.18,0.21
ins_1007796503,task_ODYzMjgxNTM3NDQ2NzUwMjQxMg==,j_926983,8,Terminated,689777,690227,m_1307,1,1,18,72,0.18,0.21
ins_642302986,task_ODYzMjgxNTM3NDQ2NzUwMjQxMg==,j_926983,8,Terminated,689777,690103,m_220,1,1,25,88,0.18,0.21
ins_46490461,task_ODYzMjgxNTM3NDQ2NzUwMjQxMg==,j_926983,8,Terminated,689777,690225,m_2053,1,1,17,71,0.18,0.21
ins_479609294,task_ODYzMjgxNTM3NDQ2NzUwMjQxMg==,j_926983,8,Terminated,689776,690235,m_162,1,1,17,79,0.18,0.2
ins_981375038,task_ODYzMjgxNTM3NDQ2NzUwMjQxMg==,j_926983,8,Terminated,689777,690192,m_1392,1,1,19,75,0.18,0.21
ins_1062709536,task_ODYzMjgxNTM3NDQ2NzUwMjQxMg==,j_926983,8,Terminated,689777,690139,m_757,1,1,24,74,0.18,0.21
ins_926474950,task_ODYzMjgxNTM3NDQ2NzUwMjQxMg==,j_926983,8,Terminated,689776,690077,m_3228,1,1,26,78,0.18,0.21
ins_235648439,task_ODYzMjgxNTM3NDQ2NzUwMjQxMg==,j_926983,8,Terminated,689776,690085,m_2970,1,1,26,78,0.18,0.2
ins_316911848,task_ODYzMjgxNTM3NDQ2NzUwMjQxMg==,j_926983,8,Terminated,689777,690129,m_1862,1,1,25,90,0.18,0.21
ins_824766704,task_ODYzMjgxNTM3NDQ2NzUwMjQxMg==,j_926983,8,Terminated,689777,690228,m_803,1,1,20,73,0.18,0.21
ins_398261191,task_ODYzMjgxNTM3NDQ2NzUwMjQxMg==,j_926983,8,Terminated,689777,690156,m_2712,1,1,23,84,0.18,0.21
ins_1251835729,task_ODYzMjgxNTM3NDQ2NzUwMjQxMg==,j_926983,8,Terminated,689777,690094,m_1805,1,1,27,92,0.18,0.22
ins_1163736432,task_ODYzMjgxNTM3NDQ2NzUwMjQxMg==,j_926983,8,Terminated,689777,690085,m_3691,1,1,26,90,0.18,0.21
